D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\center_2019_03_01_13_57_03_102.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\left_2019_03_01_13_57_03_102.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\right_2019_03_01_13_57_03_102.jpg, 0, 0, 0, 7.93628E-05
D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\center_2019_03_01_13_57_03_339.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\left_2019_03_01_13_57_03_339.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\right_2019_03_01_13_57_03_339.jpg, 0, 0, 0, 8.15802E-05
D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\center_2019_03_01_13_57_03_439.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\left_2019_03_01_13_57_03_439.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\right_2019_03_01_13_57_03_439.jpg, 0, 0, 0, 8.126802E-05
D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\center_2019_03_01_13_57_03_574.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\left_2019_03_01_13_57_03_574.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\right_2019_03_01_13_57_03_574.jpg, 0, 0, 0, 7.836018E-05
D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\center_2019_03_01_13_57_03_690.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\left_2019_03_01_13_57_03_690.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\right_2019_03_01_13_57_03_690.jpg, 0, 0, 0, 7.836177E-05
D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\center_2019_03_01_13_57_03_824.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\left_2019_03_01_13_57_03_824.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\right_2019_03_01_13_57_03_824.jpg, 0, 0, 0, 7.80636E-05
D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\center_2019_03_01_13_57_03_940.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\left_2019_03_01_13_57_03_940.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\right_2019_03_01_13_57_03_940.jpg, 0, 0, 0, 7.808359E-05
D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\center_2019_03_01_13_57_04_067.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\left_2019_03_01_13_57_04_067.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\right_2019_03_01_13_57_04_067.jpg, 0, 0, 0, 7.822214E-05
D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\center_2019_03_01_13_57_04_199.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\left_2019_03_01_13_57_04_199.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\right_2019_03_01_13_57_04_199.jpg, 0, 0, 0, 7.827648E-05
D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\center_2019_03_01_13_57_04_315.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\left_2019_03_01_13_57_04_315.jpg, D:\Work(SITbkup)\Upgrade\Machine Learning\Udemy course\simulator-windows-64\Test\IMG\right_2019_03_01_13_57_04_315.jpg, 0, 0, 0, 8.05368E-05
